id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
15427,divorced,sometimes,yes,1.0,school_bus,> 10,male,group C,bachelor's degree,standard,none,83,75,70
15428,married,sometimes,yes,3.0,private,< 5,female,group E,some college,free/reduced,completed,89,91,95
15429,married,never,no,2.0,private,> 10,male,group B,high school,free/reduced,none,70,60,53
15430,divorced,never,no,1.0,,< 5,male,group E,bachelor's degree,standard,completed,100,100,97
15431,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,some college,standard,none,67,64,56
15432,married,regularly,no,1.0,school_bus,5 - 10,male,group E,high school,standard,none,85,90,92
15433,married,regularly,no,1.0,private,> 10,female,group D,bachelor's degree,free/reduced,none,70,80,81
15434,married,sometimes,,2.0,private,5 - 10,male,group B,some college,standard,completed,69,82,74
15435,single,sometimes,yes,1.0,school_bus,5 - 10,male,group E,some college,free/reduced,completed,60,52,54
15436,single,never,no,1.0,,< 5,female,group C,master's degree,standard,completed,66,81,80
15437,divorced,sometimes,yes,3.0,school_bus,5 - 10,female,group C,associate's degree,free/reduced,none,82,84,86
15438,married,never,yes,3.0,,< 5,female,group C,associate's degree,standard,completed,68,74,77
15439,married,regularly,yes,2.0,private,< 5,male,group E,associate's degree,free/reduced,completed,85,78,76
15440,single,sometimes,yes,1.0,private,> 10,female,group C,some high school,free/reduced,none,61,71,72
15441,married,sometimes,no,1.0,private,5 - 10,male,group D,bachelor's degree,free/reduced,none,52,45,43
15442,married,regularly,yes,4.0,private,5 - 10,female,group E,some college,standard,completed,49,59,64
15443,single,sometimes,yes,5.0,,5 - 10,female,group B,high school,standard,completed,59,67,75
15444,single,sometimes,yes,1.0,school_bus,> 10,male,group C,some high school,standard,none,82,79,73
15445,divorced,regularly,no,5.0,school_bus,5 - 10,female,group C,some college,standard,none,78,94,93
15446,divorced,sometimes,yes,1.0,school_bus,5 - 10,female,group B,associate's degree,standard,completed,67,77,83
15447,,sometimes,yes,1.0,,5 - 10,female,group A,associate's degree,standard,none,70,73,71
15448,single,regularly,no,2.0,school_bus,< 5,female,group B,some college,standard,completed,72,82,80
15449,divorced,regularly,yes,4.0,private,5 - 10,female,group C,bachelor's degree,free/reduced,completed,60,79,76
15450,divorced,regularly,yes,3.0,private,5 - 10,female,group D,some high school,standard,none,65,65,66
15451,divorced,sometimes,no,1.0,private,5 - 10,female,group C,associate's degree,standard,none,63,68,64
15452,married,never,yes,3.0,private,< 5,male,group B,some high school,standard,none,70,69,68
15453,married,never,no,3.0,school_bus,5 - 10,female,group D,associate's degree,free/reduced,completed,75,95,94
15454,divorced,never,yes,1.0,school_bus,< 5,male,group B,associate's degree,free/reduced,completed,65,62,68
15455,divorced,sometimes,no,1.0,school_bus,< 5,male,group B,master's degree,free/reduced,none,63,60,62
15456,single,sometimes,yes,2.0,school_bus,> 10,male,group B,some college,standard,completed,65,64,69
15457,married,sometimes,yes,2.0,school_bus,< 5,female,group B,high school,standard,none,58,74,74
15458,,regularly,yes,0.0,private,5 - 10,female,group E,some high school,standard,none,58,57,58
15459,single,regularly,yes,3.0,private,5 - 10,male,group D,some college,free/reduced,completed,61,59,63
15460,single,sometimes,no,1.0,school_bus,< 5,female,group B,some high school,free/reduced,completed,53,59,61
15461,married,regularly,yes,0.0,school_bus,5 - 10,male,group C,some college,standard,completed,64,64,68
15462,married,sometimes,no,1.0,school_bus,> 10,female,group E,associate's degree,standard,none,37,56,52
15463,divorced,sometimes,no,2.0,,5 - 10,male,group D,some college,standard,none,79,73,73
15464,single,sometimes,yes,3.0,private,< 5,male,group C,bachelor's degree,standard,none,73,69,64
15465,single,sometimes,yes,2.0,school_bus,5 - 10,female,group D,some high school,free/reduced,none,32,48,48
15466,divorced,regularly,yes,0.0,school_bus,> 10,male,group C,some high school,free/reduced,none,35,41,32
15467,single,regularly,no,1.0,,< 5,female,group C,some high school,free/reduced,none,45,51,45
15468,single,sometimes,no,3.0,,5 - 10,female,group A,some college,free/reduced,none,63,74,72
15469,married,sometimes,yes,1.0,private,< 5,male,group D,some college,standard,none,85,74,79
15470,widowed,sometimes,no,1.0,private,5 - 10,male,group B,associate's degree,free/reduced,none,78,78,75
15471,married,regularly,yes,2.0,school_bus,> 10,male,group D,some college,standard,none,85,68,69
15472,,sometimes,yes,,private,> 10,female,group B,bachelor's degree,standard,none,75,88,81
15473,married,sometimes,yes,1.0,private,,female,group C,some high school,standard,none,68,81,75
15474,single,regularly,no,3.0,private,5 - 10,female,group C,some college,standard,none,69,74,75
15475,single,sometimes,yes,4.0,private,< 5,female,group D,some high school,free/reduced,none,68,81,80
15476,single,never,no,1.0,private,> 10,female,group A,some college,standard,completed,63,76,72
15477,single,regularly,yes,1.0,school_bus,< 5,female,group D,some college,free/reduced,none,44,64,64
15478,single,regularly,yes,1.0,school_bus,5 - 10,female,group B,high school,standard,completed,60,74,70
15479,married,never,no,2.0,school_bus,5 - 10,male,group C,some college,standard,none,60,56,55
15480,single,sometimes,yes,1.0,school_bus,> 10,male,group B,high school,standard,completed,66,55,55
15481,married,never,yes,3.0,school_bus,5 - 10,female,group B,some high school,free/reduced,none,71,75,73
15482,married,regularly,yes,2.0,school_bus,5 - 10,male,group C,some high school,free/reduced,none,65,60,56
15483,married,sometimes,no,1.0,private,< 5,male,group E,high school,standard,completed,64,50,47
15484,married,sometimes,no,2.0,school_bus,< 5,female,group C,high school,standard,completed,78,78,76
15485,single,sometimes,yes,3.0,,5 - 10,male,group C,master's degree,free/reduced,none,65,65,55
15486,single,sometimes,no,2.0,school_bus,< 5,female,group C,some college,standard,none,58,71,62
15487,single,regularly,yes,7.0,,5 - 10,female,group A,associate's degree,standard,completed,65,81,79
15488,widowed,sometimes,yes,2.0,school_bus,> 10,male,group B,some high school,standard,completed,83,81,80
15489,married,sometimes,yes,3.0,private,5 - 10,female,group E,high school,standard,none,89,91,90
15490,married,sometimes,no,2.0,school_bus,5 - 10,female,group E,some high school,standard,completed,54,55,53
15491,single,sometimes,yes,3.0,private,< 5,male,group D,associate's degree,free/reduced,completed,83,89,91
15492,married,,yes,3.0,school_bus,5 - 10,female,group D,some college,standard,none,59,68,66
15493,single,sometimes,no,3.0,,5 - 10,male,group D,associate's degree,standard,none,60,58,58
15494,married,sometimes,no,2.0,school_bus,5 - 10,male,group B,master's degree,free/reduced,none,58,54,54
15495,single,sometimes,yes,2.0,private,5 - 10,female,group B,associate's degree,free/reduced,none,43,56,49
15496,married,never,no,1.0,private,,male,group C,some high school,standard,none,71,65,63
15497,single,sometimes,yes,,private,> 10,female,group B,master's degree,free/reduced,none,66,79,80
15498,married,regularly,no,3.0,private,,male,group C,some high school,standard,completed,71,65,63
15499,single,sometimes,yes,3.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,none,59,70,63
15500,married,regularly,yes,0.0,school_bus,5 - 10,female,group C,some college,free/reduced,completed,38,47,49
15501,divorced,regularly,yes,1.0,private,> 10,male,group C,bachelor's degree,standard,none,60,69,65
15502,married,sometimes,no,2.0,private,< 5,male,group B,associate's degree,free/reduced,none,55,51,49
15503,married,never,yes,1.0,school_bus,< 5,female,group C,high school,free/reduced,completed,49,58,55
15504,divorced,regularly,yes,1.0,private,,male,group E,some high school,standard,completed,83,82,79
15505,single,never,,0.0,school_bus,5 - 10,female,group A,some high school,free/reduced,completed,51,63,65
15506,married,sometimes,yes,2.0,private,< 5,male,group D,associate's degree,free/reduced,none,52,47,44
15507,married,never,no,1.0,school_bus,5 - 10,male,group B,some high school,free/reduced,none,65,58,56
15508,divorced,regularly,yes,0.0,private,> 10,male,group B,some high school,standard,none,52,54,48
15509,married,regularly,yes,2.0,school_bus,5 - 10,female,group A,some college,standard,none,46,62,55
15510,married,regularly,yes,1.0,private,> 10,male,group A,some high school,standard,none,32,25,24
15511,married,regularly,yes,2.0,school_bus,> 10,female,group C,associate's degree,standard,none,74,82,78
15512,married,,no,3.0,school_bus,5 - 10,female,group A,high school,standard,completed,89,97,98
15513,married,,no,1.0,school_bus,> 10,female,group D,some college,standard,none,62,73,71
15514,married,sometimes,yes,2.0,school_bus,5 - 10,female,group D,bachelor's degree,standard,completed,76,92,100
15515,single,regularly,yes,1.0,school_bus,< 5,male,group D,high school,standard,none,95,88,82
15516,married,sometimes,no,3.0,private,5 - 10,female,group C,associate's degree,standard,none,64,67,75
15517,single,never,no,1.0,school_bus,< 5,female,group D,some high school,free/reduced,none,78,82,83
15518,married,regularly,no,1.0,school_bus,> 10,male,group D,some high school,standard,none,71,54,60
15519,married,never,yes,1.0,private,< 5,male,group C,bachelor's degree,standard,none,84,79,74
15520,divorced,sometimes,yes,3.0,school_bus,5 - 10,female,group A,some college,standard,completed,62,81,78
15521,married,sometimes,yes,3.0,private,5 - 10,male,group B,bachelor's degree,standard,none,93,81,86
15522,divorced,sometimes,yes,1.0,private,,male,group D,high school,standard,none,74,73,67
15523,married,regularly,no,2.0,private,> 10,female,group A,high school,free/reduced,completed,57,75,78
15524,single,sometimes,yes,0.0,private,5 - 10,male,group D,some college,standard,completed,57,61,68
15525,single,regularly,no,3.0,school_bus,< 5,female,group B,master's degree,standard,completed,46,61,62
15526,married,regularly,no,3.0,private,> 10,female,group C,master's degree,standard,none,78,91,82
15527,married,sometimes,no,1.0,private,> 10,male,group C,high school,free/reduced,completed,45,45,43
15528,married,regularly,no,2.0,school_bus,5 - 10,female,group D,some high school,standard,none,48,61,60
15529,married,sometimes,yes,6.0,,< 5,male,group C,associate's degree,standard,completed,60,55,55
15530,single,regularly,yes,2.0,school_bus,5 - 10,female,group D,bachelor's degree,free/reduced,none,53,63,73
15531,single,sometimes,yes,4.0,,5 - 10,female,group A,some college,standard,none,82,83,86
15532,married,regularly,yes,1.0,private,5 - 10,male,group A,some college,standard,completed,71,75,75
15533,married,sometimes,no,1.0,,,male,group C,some high school,free/reduced,none,78,75,73
15534,single,never,no,4.0,school_bus,5 - 10,male,group C,high school,standard,none,57,62,49
15535,divorced,regularly,yes,1.0,,> 10,male,group E,some high school,standard,none,69,59,60
15536,divorced,regularly,yes,2.0,private,> 10,female,group C,some college,free/reduced,none,79,83,85
15537,divorced,sometimes,no,1.0,school_bus,5 - 10,male,group B,some high school,standard,none,63,57,55
15538,divorced,sometimes,yes,1.0,school_bus,5 - 10,male,group D,some high school,free/reduced,none,38,47,38
15539,divorced,regularly,,3.0,school_bus,5 - 10,male,group D,associate's degree,free/reduced,none,67,75,63
15540,married,regularly,yes,0.0,school_bus,< 5,male,group C,bachelor's degree,standard,none,98,93,86
15541,married,sometimes,yes,,private,< 5,female,group D,some high school,standard,none,76,79,88
15542,married,sometimes,,1.0,,< 5,male,group B,bachelor's degree,standard,completed,67,68,65
15543,married,sometimes,yes,2.0,school_bus,5 - 10,male,group D,associate's degree,standard,completed,88,83,88
15544,single,sometimes,no,2.0,private,5 - 10,female,group C,bachelor's degree,standard,none,54,59,53
15545,married,regularly,yes,4.0,,< 5,female,group A,some college,free/reduced,none,45,57,54
15546,married,sometimes,yes,2.0,school_bus,5 - 10,male,group C,some college,standard,none,81,73,74
15547,married,regularly,no,3.0,school_bus,> 10,male,group A,high school,standard,none,66,67,61
15548,married,sometimes,yes,4.0,school_bus,< 5,female,group C,master's degree,free/reduced,none,73,80,84
15549,single,sometimes,yes,4.0,private,< 5,female,group C,some high school,free/reduced,none,45,63,52
15550,single,sometimes,no,4.0,school_bus,< 5,male,group C,bachelor's degree,standard,none,68,70,65
15551,married,regularly,no,2.0,school_bus,> 10,male,group B,associate's degree,standard,none,81,77,72
15552,divorced,sometimes,yes,0.0,private,> 10,female,group A,bachelor's degree,free/reduced,completed,86,88,91
15553,married,sometimes,no,2.0,private,5 - 10,male,group D,bachelor's degree,free/reduced,completed,73,63,70
15554,married,sometimes,no,3.0,private,5 - 10,male,group D,bachelor's degree,standard,completed,100,100,98
15555,married,sometimes,no,5.0,private,5 - 10,female,group D,some high school,free/reduced,completed,53,67,74
15556,divorced,regularly,yes,0.0,school_bus,5 - 10,female,group B,bachelor's degree,standard,none,69,75,74
15557,married,sometimes,yes,,,5 - 10,male,group C,some college,standard,none,70,70,67
15558,single,never,yes,0.0,,5 - 10,male,group C,bachelor's degree,standard,completed,99,100,100
15559,married,regularly,yes,1.0,,5 - 10,male,group D,some college,standard,none,81,67,66
15560,married,sometimes,yes,3.0,school_bus,5 - 10,male,group B,high school,standard,none,51,55,47
15561,single,sometimes,yes,2.0,school_bus,5 - 10,male,group C,bachelor's degree,standard,completed,77,75,75
15562,divorced,sometimes,no,,private,< 5,male,group D,some high school,standard,none,72,75,72
15563,single,sometimes,yes,2.0,,5 - 10,male,group B,some high school,standard,none,60,49,47
15564,married,never,yes,2.0,private,5 - 10,male,group D,some college,standard,none,80,70,72
15565,married,sometimes,yes,0.0,school_bus,< 5,male,group C,some college,free/reduced,completed,75,72,72
15566,married,regularly,yes,7.0,,> 10,female,group C,high school,standard,none,66,71,68
15567,single,sometimes,yes,1.0,private,5 - 10,male,group C,high school,standard,none,45,48,45
15568,married,sometimes,yes,2.0,school_bus,5 - 10,female,group C,master's degree,standard,none,55,61,65
15569,single,regularly,yes,2.0,private,5 - 10,male,group E,some college,standard,completed,80,67,69
15570,divorced,regularly,yes,2.0,private,< 5,female,group D,associate's degree,standard,none,72,71,81
15571,married,regularly,no,1.0,school_bus,> 10,female,group D,high school,standard,none,75,81,80
15572,married,regularly,yes,2.0,school_bus,5 - 10,male,group D,some high school,free/reduced,none,47,48,49
15573,divorced,regularly,no,2.0,school_bus,5 - 10,male,group D,some college,standard,none,71,60,64
15574,single,never,yes,3.0,school_bus,5 - 10,male,group B,some college,standard,none,85,73,79
15575,single,sometimes,yes,5.0,school_bus,5 - 10,male,group C,some college,free/reduced,none,66,72,65
15576,married,sometimes,yes,3.0,private,5 - 10,female,group A,associate's degree,free/reduced,none,58,63,64
15577,married,regularly,yes,1.0,private,< 5,male,group C,some college,free/reduced,none,58,51,51
15578,single,never,yes,4.0,,> 10,female,group B,associate's degree,free/reduced,none,50,60,61
15579,single,never,yes,2.0,school_bus,5 - 10,male,group E,associate's degree,standard,completed,100,95,98
15580,married,regularly,no,5.0,private,5 - 10,female,group D,bachelor's degree,free/reduced,none,56,75,71
15581,widowed,sometimes,no,1.0,school_bus,5 - 10,female,group B,some high school,free/reduced,completed,63,80,76
15582,married,regularly,no,3.0,school_bus,< 5,female,group A,high school,free/reduced,none,50,65,57
15583,,regularly,yes,1.0,private,5 - 10,male,group C,bachelor's degree,standard,completed,72,75,76
15584,divorced,sometimes,yes,1.0,,> 10,male,group D,associate's degree,standard,completed,81,78,75
15585,single,regularly,yes,1.0,school_bus,> 10,male,group C,some college,free/reduced,completed,69,66,65
15586,married,never,no,7.0,,,male,group B,associate's degree,free/reduced,none,71,79,77
15587,,sometimes,no,1.0,private,> 10,male,group C,master's degree,standard,none,69,64,60
15588,single,regularly,no,2.0,school_bus,5 - 10,male,group B,associate's degree,standard,completed,37,45,45
15589,married,regularly,yes,0.0,school_bus,5 - 10,male,group E,high school,standard,none,95,76,67
15590,married,sometimes,no,5.0,private,5 - 10,male,group C,high school,standard,none,81,77,70
15591,divorced,sometimes,yes,3.0,private,< 5,male,group B,bachelor's degree,standard,none,93,88,81
15592,married,sometimes,yes,0.0,private,5 - 10,female,group E,some high school,free/reduced,none,70,83,83
15593,married,sometimes,no,4.0,school_bus,< 5,female,group C,high school,standard,none,65,77,77
15594,married,regularly,no,4.0,,< 5,female,group A,high school,free/reduced,none,40,59,50
15595,single,sometimes,yes,2.0,school_bus,5 - 10,female,group C,some high school,standard,completed,72,75,83
15596,divorced,sometimes,no,2.0,private,5 - 10,female,group B,associate's degree,standard,none,62,63,62
15597,divorced,sometimes,yes,0.0,private,5 - 10,female,group B,some college,standard,none,50,53,51
15598,,never,yes,4.0,school_bus,< 5,male,group E,associate's degree,standard,completed,78,61,66
15599,single,sometimes,no,3.0,school_bus,5 - 10,female,group B,associate's degree,standard,none,78,83,80
15600,single,regularly,yes,3.0,school_bus,< 5,male,group B,high school,standard,none,70,56,60
15601,married,sometimes,yes,1.0,,> 10,female,group B,master's degree,free/reduced,completed,82,90,95
15602,married,never,yes,0.0,private,< 5,female,group B,high school,free/reduced,none,53,68,60
15603,married,regularly,,3.0,private,> 10,male,group E,some high school,standard,completed,89,82,84
15604,single,sometimes,yes,3.0,private,5 - 10,female,group C,bachelor's degree,free/reduced,none,32,50,54
15605,divorced,sometimes,yes,4.0,school_bus,5 - 10,female,group B,high school,standard,none,62,70,68
15606,married,sometimes,yes,2.0,school_bus,5 - 10,female,group E,some high school,standard,none,70,71,66
15607,single,regularly,yes,1.0,school_bus,5 - 10,female,group D,some high school,standard,completed,84,89,95
15608,divorced,never,no,2.0,private,< 5,female,group D,some college,free/reduced,none,57,65,69
15609,single,regularly,no,2.0,school_bus,5 - 10,female,group D,associate's degree,free/reduced,none,66,82,83
15610,married,sometimes,,,private,5 - 10,male,group D,bachelor's degree,standard,completed,92,100,100
15611,married,never,yes,1.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,completed,75,82,80
15612,married,sometimes,yes,0.0,private,> 10,male,group D,some high school,free/reduced,none,62,54,48
15613,divorced,regularly,no,,private,5 - 10,male,group D,high school,standard,none,55,54,52
15614,single,sometimes,no,3.0,school_bus,< 5,male,group B,some college,free/reduced,none,41,47,45
15615,married,sometimes,no,4.0,,5 - 10,male,group B,some college,free/reduced,completed,58,64,56
15616,married,regularly,no,1.0,school_bus,5 - 10,female,group E,associate's degree,standard,none,59,62,63
15617,divorced,regularly,yes,4.0,school_bus,< 5,male,group C,some college,free/reduced,completed,69,65,68
15618,single,regularly,no,2.0,,5 - 10,male,group E,some high school,standard,none,77,78,70
15619,married,regularly,yes,1.0,school_bus,< 5,male,group D,some college,standard,none,83,74,71
15620,divorced,sometimes,yes,3.0,school_bus,5 - 10,female,group E,some college,standard,none,64,69,67
15621,,sometimes,yes,,school_bus,5 - 10,female,group B,some college,free/reduced,completed,34,55,56
15622,divorced,regularly,yes,0.0,private,> 10,male,group D,high school,standard,none,67,53,56
15623,married,regularly,yes,4.0,school_bus,5 - 10,female,group C,some high school,standard,none,78,87,89
15624,married,regularly,no,2.0,private,5 - 10,male,group C,high school,standard,none,49,49,42
15625,married,never,yes,0.0,school_bus,5 - 10,male,group B,some college,standard,none,71,63,62
15626,single,regularly,no,7.0,private,< 5,male,group B,high school,standard,completed,63,62,62
15627,single,,no,2.0,school_bus,5 - 10,male,group D,high school,standard,completed,77,78,78
15628,married,sometimes,yes,3.0,school_bus,5 - 10,female,group D,high school,standard,completed,68,91,90
15629,married,regularly,yes,1.0,school_bus,5 - 10,male,group D,associate's degree,free/reduced,completed,72,81,82
15630,married,sometimes,yes,5.0,private,< 5,female,group B,bachelor's degree,standard,none,65,60,56
15631,married,never,yes,2.0,private,5 - 10,male,group C,bachelor's degree,free/reduced,none,50,46,44
15632,divorced,never,yes,3.0,school_bus,5 - 10,male,group B,bachelor's degree,standard,none,45,36,43
15633,single,regularly,yes,0.0,private,< 5,male,group D,high school,standard,completed,94,89,83
15634,divorced,never,yes,2.0,school_bus,< 5,male,group C,some high school,free/reduced,none,51,56,49
15635,married,never,yes,0.0,school_bus,< 5,male,group C,associate's degree,free/reduced,none,60,60,50
15636,married,sometimes,yes,4.0,school_bus,5 - 10,female,group D,high school,free/reduced,none,61,75,73
15637,single,sometimes,yes,1.0,,< 5,male,group D,some college,standard,none,76,72,70
15638,married,sometimes,yes,0.0,school_bus,< 5,male,group D,some college,standard,completed,97,97,98
15639,single,regularly,yes,3.0,school_bus,5 - 10,female,group D,some high school,free/reduced,none,68,80,76
15640,divorced,sometimes,no,2.0,private,,female,group D,high school,standard,none,75,83,87
15641,married,regularly,yes,5.0,school_bus,> 10,male,group C,high school,standard,completed,69,69,66
15642,single,regularly,yes,2.0,school_bus,> 10,male,group A,high school,standard,completed,71,64,67
15643,married,sometimes,yes,0.0,school_bus,5 - 10,female,group C,master's degree,free/reduced,completed,81,98,98
15644,married,sometimes,yes,1.0,school_bus,< 5,female,group C,associate's degree,standard,completed,77,79,83
15645,divorced,regularly,yes,2.0,school_bus,> 10,female,group B,bachelor's degree,free/reduced,completed,74,79,84
15646,married,sometimes,no,2.0,school_bus,5 - 10,female,group D,high school,standard,none,54,76,73
15647,single,sometimes,no,4.0,private,5 - 10,female,group E,some high school,free/reduced,none,70,74,69
15648,divorced,regularly,yes,0.0,school_bus,< 5,male,group B,some college,free/reduced,completed,70,64,66
15649,married,sometimes,yes,3.0,,5 - 10,female,group C,high school,free/reduced,none,62,67,62
15650,divorced,regularly,yes,,school_bus,5 - 10,male,group D,some college,standard,completed,77,73,69
15651,married,regularly,no,1.0,private,5 - 10,male,group B,some high school,standard,none,46,40,39
15652,married,sometimes,yes,5.0,school_bus,5 - 10,male,group C,associate's degree,free/reduced,none,62,54,52
15653,divorced,sometimes,no,1.0,school_bus,< 5,male,group C,some college,standard,completed,81,81,82
15654,married,never,yes,4.0,private,5 - 10,female,group E,some high school,standard,completed,79,86,90
15655,single,regularly,no,4.0,private,5 - 10,male,group D,some college,free/reduced,none,52,59,50
15656,single,regularly,yes,1.0,,5 - 10,male,group D,associate's degree,standard,none,58,43,43
15657,married,regularly,no,1.0,private,< 5,female,group B,some high school,standard,completed,83,86,92
15658,married,regularly,yes,1.0,school_bus,5 - 10,female,group C,master's degree,standard,none,83,89,84
15659,married,never,yes,3.0,private,5 - 10,male,group B,some college,free/reduced,none,66,77,69
15660,married,sometimes,no,3.0,private,> 10,female,group D,some high school,free/reduced,none,27,38,35
15661,married,never,no,4.0,private,> 10,female,group C,bachelor's degree,free/reduced,none,60,77,75
15662,married,regularly,yes,2.0,private,< 5,female,group C,associate's degree,standard,completed,84,85,94
15663,married,regularly,yes,5.0,private,5 - 10,female,group C,some high school,standard,none,33,40,41
15664,married,regularly,no,,school_bus,5 - 10,male,group A,some college,free/reduced,none,69,69,62
15665,,regularly,yes,3.0,,< 5,male,group D,some college,standard,completed,71,68,68
15666,,sometimes,yes,0.0,private,< 5,male,group B,associate's degree,standard,none,73,66,60
15667,married,sometimes,yes,3.0,private,> 10,female,group D,associate's degree,standard,completed,92,85,96
15668,married,sometimes,yes,1.0,private,5 - 10,female,group D,high school,standard,completed,84,92,84
15669,married,never,no,1.0,private,5 - 10,male,group D,master's degree,standard,none,86,69,76
15670,married,sometimes,no,1.0,school_bus,5 - 10,male,group E,associate's degree,standard,completed,68,60,61
15671,,never,yes,2.0,,< 5,male,group C,master's degree,free/reduced,completed,62,66,68
15672,divorced,sometimes,no,5.0,private,5 - 10,male,group A,associate's degree,standard,none,70,68,71
15673,married,never,yes,5.0,school_bus,5 - 10,female,group B,bachelor's degree,standard,completed,66,80,85
15674,divorced,regularly,yes,0.0,school_bus,5 - 10,female,group E,some high school,standard,none,78,77,76
15675,married,regularly,no,,private,< 5,male,group C,associate's degree,standard,none,92,77,80
15676,divorced,regularly,yes,1.0,school_bus,< 5,male,group A,some college,free/reduced,none,55,58,50
15677,married,sometimes,yes,3.0,,5 - 10,male,group E,master's degree,free/reduced,none,91,87,81
15678,married,sometimes,yes,1.0,private,< 5,male,group D,high school,standard,none,76,73,69
15679,married,regularly,yes,3.0,school_bus,> 10,female,group E,some high school,standard,none,54,59,62
15680,single,regularly,no,4.0,school_bus,5 - 10,female,group C,associate's degree,free/reduced,completed,84,95,91
15681,single,regularly,yes,1.0,school_bus,5 - 10,male,group C,some college,free/reduced,none,62,63,59
15682,divorced,regularly,yes,3.0,school_bus,5 - 10,male,group C,associate's degree,standard,completed,96,93,95
15683,divorced,sometimes,no,3.0,school_bus,5 - 10,male,group D,high school,free/reduced,completed,70,67,70
15684,,sometimes,yes,0.0,school_bus,5 - 10,male,group B,some college,standard,none,60,56,44
15685,single,sometimes,yes,3.0,school_bus,< 5,male,group B,some high school,standard,none,71,71,71
15686,divorced,sometimes,yes,2.0,private,> 10,male,group D,some college,standard,none,88,79,74
15687,married,never,no,1.0,private,> 10,female,group E,some college,standard,none,53,57,58
15688,divorced,regularly,yes,4.0,school_bus,5 - 10,male,group C,associate's degree,free/reduced,completed,77,71,71
15689,married,regularly,yes,1.0,private,> 10,female,group E,associate's degree,free/reduced,none,68,78,76
15690,married,regularly,yes,,private,5 - 10,male,group C,high school,free/reduced,none,66,59,62
15691,married,regularly,yes,3.0,private,> 10,female,group D,some high school,standard,completed,48,54,62
15692,married,sometimes,yes,1.0,school_bus,< 5,male,group B,bachelor's degree,standard,none,100,92,87
15693,married,regularly,no,4.0,school_bus,5 - 10,female,group E,some high school,free/reduced,none,83,88,83
15694,married,sometimes,no,2.0,,5 - 10,female,group A,associate's degree,standard,completed,71,79,79
15695,divorced,regularly,yes,1.0,private,5 - 10,male,group D,some high school,standard,none,62,63,57
15696,married,regularly,yes,0.0,private,5 - 10,male,group B,bachelor's degree,standard,none,78,72,69
15697,married,regularly,no,2.0,school_bus,5 - 10,female,group E,some college,standard,none,100,97,98
15698,married,sometimes,no,4.0,private,< 5,female,group C,bachelor's degree,standard,none,58,67,69
15699,single,sometimes,yes,3.0,private,< 5,male,group C,some high school,standard,none,74,79,75
15700,,sometimes,yes,1.0,private,5 - 10,female,group D,high school,free/reduced,none,48,59,63
15701,married,sometimes,yes,1.0,school_bus,5 - 10,male,group B,some high school,standard,none,69,66,62
15702,divorced,regularly,yes,0.0,school_bus,5 - 10,male,group B,some college,standard,none,79,60,60
15703,single,regularly,yes,2.0,private,5 - 10,female,group C,some high school,standard,none,49,49,56
15704,single,never,yes,1.0,private,5 - 10,male,group B,associate's degree,free/reduced,completed,63,67,63
15705,married,sometimes,no,2.0,private,5 - 10,female,group D,master's degree,free/reduced,none,75,91,85
15706,married,never,yes,3.0,private,5 - 10,female,group E,associate's degree,free/reduced,none,79,90,84
15707,married,sometimes,,0.0,,5 - 10,male,group A,high school,standard,none,50,46,39
15708,married,regularly,yes,4.0,school_bus,5 - 10,male,group D,associate's degree,free/reduced,none,65,54,57
15709,married,sometimes,yes,3.0,,5 - 10,female,group B,some high school,free/reduced,none,45,53,50
15710,divorced,regularly,yes,1.0,,< 5,female,group C,some high school,standard,none,52,68,67
15711,married,sometimes,no,3.0,,5 - 10,female,group E,associate's degree,standard,none,82,90,91
15712,single,regularly,yes,3.0,private,5 - 10,female,group C,some high school,standard,completed,34,43,45
15713,married,regularly,yes,,private,5 - 10,male,group E,high school,standard,none,76,64,58
15714,married,regularly,no,3.0,school_bus,> 10,female,group C,high school,standard,completed,85,98,94
15715,single,regularly,yes,3.0,private,5 - 10,female,group C,some college,standard,none,60,68,70
15716,married,never,no,3.0,private,5 - 10,male,group C,high school,standard,completed,66,56,53
15717,married,regularly,yes,4.0,school_bus,5 - 10,male,group D,some college,free/reduced,none,48,52,46
15718,married,sometimes,no,3.0,school_bus,5 - 10,male,group C,bachelor's degree,standard,none,82,78,76
15719,married,regularly,yes,1.0,,,female,group E,some college,standard,completed,61,63,66
15720,married,sometimes,yes,2.0,school_bus,,male,group C,associate's degree,standard,none,69,64,66
15721,divorced,regularly,yes,7.0,private,5 - 10,male,group D,bachelor's degree,standard,none,73,72,71
15722,divorced,regularly,yes,2.0,school_bus,< 5,male,group D,some high school,standard,none,56,62,59
15723,single,sometimes,no,2.0,school_bus,,male,group B,associate's degree,free/reduced,none,66,79,71
15724,single,never,yes,3.0,school_bus,< 5,female,group D,some college,free/reduced,completed,75,79,82
15725,divorced,regularly,yes,2.0,school_bus,5 - 10,female,group D,some high school,standard,none,53,58,58
15726,divorced,regularly,yes,,private,5 - 10,female,group D,master's degree,free/reduced,none,80,93,87
