id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
13571,married,never,yes,0.0,private,5 - 10
13572,married,sometimes,yes,0.0,private,< 5
13573,married,sometimes,,5.0,private,5 - 10
13574,married,regularly,no,3.0,private,5 - 10
13575,married,sometimes,yes,2.0,school_bus,5 - 10
13576,married,sometimes,yes,1.0,private,5 - 10
13577,married,,yes,3.0,school_bus,< 5
13578,married,sometimes,yes,1.0,private,5 - 10
13579,married,sometimes,yes,0.0,private,> 10
13580,married,sometimes,yes,3.0,school_bus,5 - 10
13581,single,never,yes,2.0,school_bus,5 - 10
13582,divorced,sometimes,yes,2.0,,> 10
13583,single,sometimes,yes,1.0,school_bus,5 - 10
13584,divorced,sometimes,yes,1.0,private,< 5
13585,married,sometimes,yes,1.0,school_bus,5 - 10
13586,married,sometimes,yes,1.0,school_bus,< 5
13587,widowed,sometimes,yes,0.0,private,< 5
13588,divorced,regularly,no,2.0,school_bus,> 10
13589,married,sometimes,yes,4.0,private,5 - 10
13590,single,never,yes,1.0,,5 - 10
13591,married,sometimes,yes,1.0,private,< 5
13592,married,regularly,yes,0.0,school_bus,< 5
13593,divorced,regularly,no,2.0,school_bus,5 - 10
13594,married,sometimes,yes,4.0,school_bus,> 10
13595,married,regularly,yes,,school_bus,< 5
13596,married,regularly,yes,,school_bus,5 - 10
13597,married,regularly,yes,3.0,school_bus,> 10
13598,married,regularly,yes,2.0,school_bus,5 - 10
13599,single,never,yes,2.0,school_bus,5 - 10
13600,single,sometimes,no,3.0,private,< 5
13601,married,never,yes,3.0,,< 5
13602,single,sometimes,no,2.0,private,5 - 10
13603,married,never,no,,school_bus,> 10
13604,married,sometimes,no,3.0,private,5 - 10
13605,married,regularly,yes,0.0,school_bus,< 5
13606,married,regularly,yes,1.0,private,5 - 10
13607,single,sometimes,yes,,private,5 - 10
13608,married,regularly,no,3.0,private,5 - 10
13609,,sometimes,yes,2.0,private,< 5
13610,married,sometimes,no,1.0,school_bus,< 5
13611,married,sometimes,yes,3.0,,< 5
13612,married,sometimes,yes,1.0,private,< 5
13613,,regularly,yes,3.0,school_bus,5 - 10
13614,married,sometimes,no,,school_bus,5 - 10
13615,married,regularly,yes,1.0,school_bus,5 - 10
13616,single,regularly,yes,2.0,,5 - 10
13617,single,regularly,yes,3.0,private,5 - 10
13618,married,regularly,yes,1.0,school_bus,5 - 10
13619,married,sometimes,no,3.0,private,
13620,single,sometimes,no,3.0,school_bus,5 - 10
13621,married,regularly,yes,0.0,private,< 5
13622,single,sometimes,yes,3.0,school_bus,5 - 10
13623,married,regularly,no,3.0,school_bus,5 - 10
13624,married,regularly,yes,0.0,school_bus,5 - 10
13625,married,sometimes,yes,2.0,school_bus,5 - 10
13626,married,,yes,3.0,,5 - 10
13627,married,sometimes,yes,2.0,school_bus,5 - 10
13628,married,regularly,no,1.0,school_bus,< 5
13629,single,regularly,no,2.0,private,5 - 10
13630,married,sometimes,yes,2.0,private,5 - 10
13631,single,regularly,yes,3.0,private,5 - 10
13632,single,sometimes,yes,2.0,school_bus,> 10
13633,,never,no,3.0,private,< 5
13634,married,sometimes,yes,4.0,private,> 10
13635,,sometimes,yes,1.0,private,5 - 10
13636,single,sometimes,yes,3.0,private,5 - 10
13637,divorced,sometimes,no,2.0,school_bus,5 - 10
13638,single,sometimes,yes,0.0,school_bus,5 - 10
13639,married,sometimes,yes,2.0,private,< 5
13640,married,sometimes,yes,3.0,school_bus,5 - 10
13641,married,sometimes,no,2.0,private,5 - 10
13642,married,regularly,yes,3.0,school_bus,> 10
13643,divorced,sometimes,yes,,private,5 - 10
13644,married,sometimes,no,2.0,private,5 - 10
13645,single,sometimes,yes,3.0,school_bus,< 5
13646,widowed,never,yes,3.0,private,< 5
13647,married,sometimes,yes,0.0,private,< 5
13648,married,regularly,no,1.0,,< 5
13649,married,regularly,yes,,school_bus,> 10
13650,divorced,regularly,yes,,school_bus,< 5
13651,single,sometimes,yes,4.0,private,5 - 10
13652,married,regularly,yes,0.0,school_bus,< 5
13653,married,sometimes,yes,0.0,private,5 - 10
13654,divorced,sometimes,yes,4.0,school_bus,5 - 10
13655,single,sometimes,no,3.0,school_bus,< 5
13656,married,never,no,5.0,private,5 - 10
13657,single,sometimes,yes,0.0,school_bus,> 10
13658,divorced,regularly,yes,3.0,private,
13659,married,sometimes,yes,3.0,private,5 - 10
13660,married,sometimes,yes,1.0,,5 - 10
13661,single,regularly,no,1.0,private,< 5
13662,widowed,sometimes,no,1.0,school_bus,5 - 10
13663,divorced,never,yes,0.0,school_bus,< 5
13664,married,never,no,4.0,school_bus,5 - 10
13665,married,regularly,yes,1.0,,> 10
13666,single,regularly,no,2.0,private,< 5
13667,married,sometimes,yes,0.0,private,5 - 10
13668,married,regularly,no,3.0,school_bus,5 - 10
13669,married,regularly,yes,2.0,private,5 - 10
13670,married,sometimes,yes,1.0,private,< 5
13671,married,never,yes,4.0,school_bus,> 10
13672,single,regularly,,3.0,,5 - 10
13673,widowed,never,yes,4.0,private,5 - 10
13674,married,sometimes,yes,0.0,private,5 - 10
13675,divorced,regularly,yes,2.0,school_bus,5 - 10
13676,married,regularly,yes,0.0,school_bus,5 - 10
13677,married,regularly,no,3.0,private,> 10
13678,single,sometimes,yes,3.0,school_bus,5 - 10
13679,single,regularly,yes,1.0,private,5 - 10
13680,divorced,never,yes,0.0,school_bus,> 10
13681,single,regularly,yes,3.0,private,> 10
13682,married,,no,3.0,school_bus,5 - 10
13683,married,sometimes,no,4.0,school_bus,< 5
13684,married,sometimes,yes,3.0,,> 10
13685,divorced,regularly,yes,1.0,private,< 5
13686,married,regularly,yes,2.0,private,> 10
13687,married,regularly,yes,1.0,school_bus,> 10
13688,single,sometimes,yes,1.0,school_bus,> 10
13689,married,sometimes,yes,4.0,school_bus,< 5
13690,married,sometimes,yes,0.0,private,5 - 10
13691,divorced,sometimes,yes,1.0,private,5 - 10
13692,single,regularly,no,4.0,school_bus,< 5
13693,married,sometimes,no,2.0,private,5 - 10
13694,married,sometimes,yes,0.0,private,5 - 10
13695,single,sometimes,no,3.0,private,< 5
13696,single,regularly,yes,,private,< 5
13697,married,sometimes,no,7.0,private,
13698,married,sometimes,yes,3.0,private,> 10
13699,single,never,no,1.0,school_bus,> 10
13700,,regularly,no,1.0,school_bus,< 5
13701,,regularly,yes,1.0,private,5 - 10
13702,married,never,yes,5.0,,5 - 10
13703,single,sometimes,yes,2.0,school_bus,< 5
13704,married,regularly,yes,3.0,private,> 10
13705,divorced,regularly,yes,3.0,private,5 - 10
13706,single,regularly,yes,2.0,private,5 - 10
13707,married,sometimes,no,2.0,school_bus,< 5
13708,married,sometimes,yes,3.0,school_bus,< 5
13709,single,never,no,1.0,school_bus,
13710,married,sometimes,yes,1.0,private,> 10
13711,divorced,never,yes,2.0,school_bus,> 10
13712,married,sometimes,yes,3.0,private,5 - 10
13713,married,,yes,3.0,school_bus,< 5
13714,married,regularly,no,4.0,school_bus,5 - 10
13715,married,sometimes,no,3.0,school_bus,5 - 10
13716,divorced,sometimes,no,3.0,private,5 - 10
13717,single,sometimes,no,1.0,school_bus,5 - 10
13718,single,regularly,yes,1.0,private,5 - 10
13719,married,sometimes,yes,3.0,private,< 5
13720,married,sometimes,no,3.0,private,5 - 10
13721,married,sometimes,yes,1.0,school_bus,5 - 10
13722,married,sometimes,yes,2.0,school_bus,5 - 10
13723,married,never,yes,2.0,private,5 - 10
13724,married,never,no,2.0,school_bus,5 - 10
13725,divorced,never,yes,1.0,private,5 - 10
13726,married,regularly,yes,2.0,private,5 - 10
13727,married,sometimes,yes,5.0,school_bus,> 10
13728,divorced,never,no,3.0,private,5 - 10
13729,divorced,sometimes,no,1.0,private,< 5
13730,divorced,regularly,yes,1.0,school_bus,> 10
13731,,never,yes,1.0,private,5 - 10
13732,married,sometimes,no,3.0,private,< 5
13733,married,,yes,4.0,,< 5
13734,divorced,sometimes,no,1.0,private,< 5
13735,divorced,never,yes,1.0,private,> 10
13736,married,never,yes,2.0,school_bus,5 - 10
13737,married,sometimes,no,1.0,school_bus,5 - 10
13738,single,never,no,2.0,school_bus,< 5
13739,married,regularly,yes,3.0,private,< 5
13740,married,never,no,2.0,school_bus,> 10
13741,single,regularly,yes,1.0,,< 5
13742,divorced,regularly,yes,0.0,school_bus,> 10
13743,divorced,regularly,yes,0.0,school_bus,< 5
13744,married,sometimes,yes,1.0,private,5 - 10
13745,married,regularly,yes,1.0,private,5 - 10
13746,single,sometimes,no,2.0,school_bus,< 5
13747,divorced,regularly,yes,,,5 - 10
13748,married,regularly,no,,private,5 - 10
13749,divorced,regularly,no,1.0,school_bus,5 - 10
13750,divorced,regularly,yes,2.0,,5 - 10
13751,divorced,sometimes,no,1.0,,5 - 10
13752,single,sometimes,no,2.0,school_bus,< 5
13753,married,never,yes,3.0,,> 10
13754,married,sometimes,yes,2.0,school_bus,5 - 10
13755,divorced,sometimes,yes,0.0,private,5 - 10
13756,divorced,sometimes,no,3.0,school_bus,> 10
13757,widowed,sometimes,,6.0,school_bus,< 5
13758,single,sometimes,yes,3.0,private,5 - 10
13759,married,sometimes,no,4.0,private,5 - 10
13760,married,sometimes,yes,3.0,school_bus,5 - 10
13761,married,regularly,no,,,5 - 10
13762,married,sometimes,no,3.0,private,> 10
13763,married,regularly,yes,3.0,school_bus,5 - 10
13764,married,sometimes,no,1.0,,5 - 10
13765,married,regularly,yes,2.0,private,< 5
13766,single,regularly,no,2.0,school_bus,5 - 10
13767,single,never,yes,6.0,,5 - 10
13768,single,sometimes,yes,3.0,school_bus,5 - 10
13769,single,never,yes,0.0,school_bus,5 - 10
13770,single,sometimes,yes,1.0,private,5 - 10
13771,divorced,sometimes,yes,0.0,school_bus,< 5
13772,,regularly,yes,0.0,private,5 - 10
13773,married,sometimes,no,3.0,school_bus,5 - 10
13774,single,never,yes,1.0,private,< 5
13775,divorced,sometimes,yes,1.0,school_bus,> 10
13776,married,sometimes,no,6.0,school_bus,> 10
13777,married,regularly,no,3.0,school_bus,< 5
13778,married,never,yes,1.0,school_bus,5 - 10
13779,married,regularly,yes,3.0,school_bus,5 - 10
13780,married,sometimes,no,1.0,school_bus,5 - 10
13781,married,regularly,yes,4.0,,> 10
13782,divorced,regularly,yes,7.0,private,< 5
13783,divorced,sometimes,no,,school_bus,5 - 10
13784,married,sometimes,,3.0,school_bus,5 - 10
13785,married,sometimes,yes,2.0,school_bus,< 5
13786,married,sometimes,no,3.0,,5 - 10
13787,married,regularly,no,3.0,private,5 - 10
13788,single,regularly,yes,1.0,private,5 - 10
13789,married,sometimes,no,2.0,private,5 - 10
13790,married,sometimes,,1.0,,5 - 10
13791,single,regularly,no,1.0,school_bus,> 10
13792,married,sometimes,no,1.0,school_bus,5 - 10
13793,divorced,sometimes,yes,2.0,school_bus,5 - 10
13794,widowed,never,yes,2.0,,5 - 10
13795,single,regularly,yes,1.0,school_bus,5 - 10
13796,divorced,never,yes,4.0,private,
13797,divorced,sometimes,,3.0,school_bus,5 - 10
13798,married,sometimes,yes,0.0,private,5 - 10
13799,single,sometimes,yes,5.0,school_bus,5 - 10
13800,married,never,no,1.0,school_bus,> 10
13801,divorced,sometimes,yes,1.0,private,< 5
13802,divorced,sometimes,no,1.0,private,5 - 10
13803,married,sometimes,no,3.0,school_bus,> 10
13804,single,sometimes,yes,6.0,private,5 - 10
13805,married,regularly,no,2.0,school_bus,5 - 10
13806,divorced,sometimes,yes,3.0,,< 5
13807,married,sometimes,yes,1.0,school_bus,5 - 10
13808,married,sometimes,yes,1.0,school_bus,> 10
13809,single,sometimes,yes,1.0,school_bus,5 - 10
13810,divorced,sometimes,no,2.0,school_bus,5 - 10
13811,married,sometimes,,0.0,private,5 - 10
13812,divorced,,yes,3.0,school_bus,< 5
13813,divorced,,no,4.0,private,< 5
13814,married,regularly,yes,1.0,school_bus,< 5
13815,married,regularly,yes,1.0,private,5 - 10
13816,,sometimes,yes,2.0,school_bus,< 5
13817,married,sometimes,yes,1.0,private,> 10
13818,married,sometimes,no,2.0,private,5 - 10
13819,married,sometimes,no,1.0,school_bus,< 5
13820,married,sometimes,no,1.0,school_bus,< 5
13821,married,regularly,yes,,school_bus,< 5
13822,married,regularly,yes,3.0,,5 - 10
13823,married,regularly,no,1.0,private,> 10
13824,single,sometimes,yes,5.0,school_bus,< 5
13825,single,sometimes,yes,1.0,school_bus,< 5
13826,married,sometimes,yes,1.0,school_bus,5 - 10
13827,divorced,never,yes,4.0,private,5 - 10
13828,married,regularly,yes,2.0,private,5 - 10
13829,single,regularly,yes,1.0,school_bus,< 5
13830,married,sometimes,yes,2.0,school_bus,5 - 10
13831,single,regularly,yes,1.0,school_bus,5 - 10
13832,married,sometimes,yes,2.0,private,5 - 10
13833,married,regularly,yes,0.0,school_bus,< 5
13834,married,sometimes,yes,0.0,,> 10
13835,married,sometimes,yes,3.0,school_bus,< 5
13836,married,sometimes,yes,0.0,,5 - 10
13837,,regularly,no,2.0,,5 - 10
13838,married,sometimes,yes,0.0,,5 - 10
13839,married,regularly,yes,1.0,school_bus,5 - 10
13840,single,sometimes,yes,3.0,school_bus,< 5
13841,single,sometimes,yes,1.0,private,5 - 10
13842,single,regularly,yes,1.0,private,5 - 10
13843,divorced,sometimes,yes,1.0,school_bus,> 10
13844,divorced,never,yes,4.0,private,5 - 10
13845,married,never,yes,1.0,school_bus,> 10
13846,married,sometimes,yes,2.0,school_bus,> 10
13847,single,regularly,no,3.0,school_bus,5 - 10
13848,married,never,yes,3.0,school_bus,< 5
13849,married,never,no,3.0,school_bus,5 - 10
13850,single,sometimes,yes,4.0,school_bus,5 - 10
13851,,,yes,0.0,private,5 - 10
13852,single,sometimes,yes,0.0,private,5 - 10
13853,married,sometimes,yes,,private,< 5
13854,married,sometimes,yes,1.0,private,5 - 10
13855,divorced,never,no,1.0,private,< 5
13856,divorced,never,yes,3.0,private,5 - 10
13857,single,sometimes,yes,3.0,school_bus,> 10
13858,married,never,yes,3.0,school_bus,5 - 10
13859,married,never,no,2.0,school_bus,> 10
13860,married,regularly,no,1.0,school_bus,> 10
13861,single,sometimes,yes,3.0,private,5 - 10
13862,married,sometimes,yes,2.0,school_bus,5 - 10
13863,married,sometimes,no,2.0,,> 10
13864,divorced,regularly,yes,2.0,school_bus,5 - 10
13865,married,sometimes,yes,1.0,school_bus,< 5
13866,single,sometimes,yes,2.0,private,5 - 10
13867,divorced,regularly,yes,5.0,school_bus,< 5
13868,single,sometimes,yes,1.0,,> 10
13869,married,regularly,yes,3.0,school_bus,< 5
13870,married,regularly,yes,0.0,private,5 - 10
13871,,sometimes,,0.0,,5 - 10
13872,single,sometimes,no,2.0,school_bus,> 10
13873,married,sometimes,yes,1.0,school_bus,> 10
13874,married,regularly,yes,0.0,school_bus,> 10
13875,single,sometimes,,1.0,school_bus,5 - 10
13876,single,sometimes,no,3.0,school_bus,5 - 10
13877,married,regularly,yes,2.0,private,5 - 10
13878,,never,yes,3.0,school_bus,5 - 10
13879,married,sometimes,yes,4.0,private,5 - 10
13880,divorced,sometimes,no,1.0,school_bus,5 - 10
13881,single,sometimes,yes,4.0,,> 10
13882,divorced,regularly,yes,1.0,school_bus,5 - 10
13883,married,sometimes,yes,2.0,school_bus,> 10
13884,single,regularly,no,1.0,school_bus,5 - 10
13885,married,regularly,yes,1.0,private,< 5
13886,married,regularly,no,2.0,private,5 - 10
13887,single,sometimes,yes,2.0,private,5 - 10
13888,single,regularly,yes,2.0,private,5 - 10
13889,single,sometimes,yes,2.0,school_bus,< 5
13890,single,regularly,no,1.0,school_bus,5 - 10
13891,married,sometimes,no,3.0,school_bus,< 5
13892,married,sometimes,yes,1.0,school_bus,< 5
13893,married,regularly,yes,4.0,school_bus,5 - 10
13894,,never,yes,2.0,school_bus,5 - 10
13895,married,sometimes,no,1.0,school_bus,5 - 10
13896,divorced,regularly,yes,3.0,school_bus,< 5
13897,married,regularly,yes,1.0,private,< 5
13898,married,regularly,no,3.0,school_bus,5 - 10
13899,married,sometimes,yes,1.0,private,5 - 10
13900,married,sometimes,yes,3.0,school_bus,< 5
13901,single,sometimes,yes,3.0,school_bus,< 5
13902,married,sometimes,no,3.0,private,< 5
13903,married,sometimes,no,2.0,school_bus,> 10
13904,divorced,sometimes,no,3.0,school_bus,< 5
13905,single,sometimes,yes,2.0,school_bus,5 - 10
13906,single,regularly,yes,4.0,school_bus,< 5
13907,married,regularly,no,3.0,private,< 5
13908,single,sometimes,yes,3.0,school_bus,5 - 10
13909,divorced,sometimes,yes,0.0,private,> 10
13910,divorced,never,yes,4.0,private,5 - 10
13911,single,never,no,3.0,private,> 10
13912,divorced,sometimes,no,1.0,private,< 5
13913,single,sometimes,yes,1.0,school_bus,5 - 10
13914,single,sometimes,yes,0.0,private,> 10
13915,divorced,regularly,yes,0.0,school_bus,5 - 10
13916,single,sometimes,no,1.0,private,< 5
13917,single,never,yes,3.0,private,> 10
13918,single,sometimes,no,1.0,school_bus,5 - 10
13919,married,never,yes,0.0,school_bus,> 10
13920,married,sometimes,yes,1.0,private,< 5
13921,married,regularly,yes,0.0,,5 - 10
13922,married,never,no,3.0,school_bus,< 5
13923,single,never,no,4.0,school_bus,5 - 10
13924,divorced,regularly,yes,1.0,private,5 - 10
13925,married,sometimes,yes,0.0,private,5 - 10
13926,married,sometimes,no,3.0,school_bus,5 - 10
13927,married,sometimes,yes,4.0,school_bus,5 - 10
13928,married,sometimes,yes,1.0,school_bus,5 - 10
13929,married,regularly,no,7.0,private,> 10
13930,married,sometimes,yes,3.0,private,< 5
13931,married,sometimes,yes,0.0,private,5 - 10
13932,married,sometimes,no,2.0,school_bus,> 10
13933,married,regularly,yes,,,< 5
13934,single,regularly,yes,3.0,private,> 10
13935,married,never,no,2.0,private,5 - 10
13936,single,sometimes,yes,1.0,school_bus,< 5
13937,divorced,sometimes,no,4.0,private,5 - 10
13938,married,,yes,3.0,school_bus,5 - 10
13939,divorced,regularly,no,2.0,private,5 - 10
13940,single,sometimes,no,3.0,private,5 - 10
13941,divorced,sometimes,yes,2.0,school_bus,< 5
13942,married,never,yes,3.0,private,< 5
13943,married,sometimes,yes,0.0,school_bus,< 5
13944,divorced,sometimes,yes,5.0,school_bus,< 5
13945,married,never,no,1.0,school_bus,< 5
13946,single,sometimes,yes,1.0,private,5 - 10
13947,married,never,no,4.0,school_bus,5 - 10
13948,single,sometimes,no,1.0,private,5 - 10
13949,single,sometimes,yes,1.0,school_bus,5 - 10
13950,married,never,no,4.0,school_bus,> 10
13951,single,regularly,yes,1.0,school_bus,5 - 10
13952,single,regularly,yes,2.0,school_bus,< 5
13953,married,sometimes,,3.0,private,5 - 10
13954,married,never,yes,2.0,school_bus,< 5
13955,married,sometimes,no,3.0,school_bus,> 10
13956,married,sometimes,yes,3.0,school_bus,> 10
13957,married,sometimes,no,3.0,school_bus,5 - 10
13958,divorced,sometimes,no,3.0,school_bus,5 - 10
13959,married,sometimes,yes,4.0,,5 - 10
13960,single,regularly,yes,3.0,school_bus,5 - 10
13961,married,sometimes,no,2.0,school_bus,5 - 10
13962,single,never,yes,3.0,,> 10
13963,single,regularly,yes,2.0,private,< 5
13964,married,sometimes,yes,1.0,school_bus,5 - 10
13965,married,sometimes,yes,1.0,private,> 10
13966,married,,yes,0.0,,5 - 10
13967,single,sometimes,yes,2.0,school_bus,5 - 10
13968,single,regularly,no,3.0,private,5 - 10
13969,married,regularly,yes,1.0,private,< 5
13970,,regularly,no,5.0,private,< 5
13971,married,sometimes,yes,2.0,private,5 - 10
13972,divorced,regularly,no,2.0,school_bus,> 10
13973,single,sometimes,yes,1.0,private,< 5
13974,single,sometimes,yes,1.0,private,5 - 10
13975,married,sometimes,no,4.0,school_bus,5 - 10
13976,married,sometimes,yes,4.0,school_bus,< 5
13977,married,sometimes,no,4.0,private,5 - 10
13978,divorced,sometimes,,2.0,private,5 - 10
13979,single,sometimes,yes,1.0,private,> 10
13980,single,sometimes,no,3.0,school_bus,5 - 10
13981,,regularly,yes,,school_bus,< 5
13982,single,sometimes,yes,3.0,school_bus,5 - 10
13983,married,regularly,yes,0.0,private,5 - 10
13984,divorced,regularly,yes,1.0,school_bus,5 - 10
13985,married,sometimes,yes,0.0,school_bus,5 - 10
13986,married,regularly,yes,3.0,school_bus,5 - 10
13987,married,regularly,yes,1.0,private,< 5
13988,single,sometimes,no,2.0,school_bus,< 5
13989,divorced,never,yes,3.0,school_bus,5 - 10
13990,married,regularly,yes,0.0,,< 5
13991,married,regularly,yes,3.0,private,5 - 10
13992,married,never,yes,2.0,school_bus,> 10
13993,,regularly,yes,1.0,school_bus,5 - 10
13994,divorced,never,yes,,school_bus,5 - 10
13995,married,never,yes,2.0,school_bus,< 5
13996,single,regularly,yes,2.0,private,5 - 10
13997,married,sometimes,yes,1.0,school_bus,5 - 10
13998,married,regularly,yes,3.0,school_bus,5 - 10
13999,single,sometimes,yes,1.0,private,> 10
14000,married,regularly,yes,,school_bus,< 5
14001,married,sometimes,yes,1.0,school_bus,< 5
14002,single,sometimes,no,2.0,school_bus,5 - 10
14003,single,sometimes,yes,4.0,private,< 5
14004,married,regularly,yes,2.0,private,> 10
14005,divorced,never,yes,2.0,private,> 10
14006,married,sometimes,yes,1.0,,< 5
14007,married,sometimes,no,1.0,,> 10
14008,married,regularly,yes,5.0,private,> 10
14009,single,regularly,yes,2.0,school_bus,5 - 10
14010,divorced,regularly,no,1.0,private,5 - 10
14011,married,never,no,1.0,private,< 5
14012,married,sometimes,,,school_bus,5 - 10
14013,divorced,regularly,yes,2.0,private,< 5
14014,married,never,no,3.0,school_bus,5 - 10
14015,single,never,yes,1.0,school_bus,> 10
14016,divorced,regularly,yes,4.0,school_bus,5 - 10
14017,married,sometimes,yes,0.0,school_bus,< 5
14018,married,regularly,no,3.0,school_bus,< 5
14019,single,,yes,4.0,school_bus,> 10
14020,divorced,never,yes,2.0,private,< 5
14021,single,sometimes,,4.0,school_bus,> 10
14022,,sometimes,yes,3.0,private,5 - 10
14023,single,never,no,1.0,private,< 5
14024,single,sometimes,yes,1.0,private,< 5
14025,single,sometimes,no,3.0,private,
14026,divorced,regularly,yes,1.0,private,< 5
14027,married,sometimes,yes,1.0,school_bus,< 5
14028,married,regularly,yes,2.0,private,< 5
14029,married,sometimes,yes,2.0,school_bus,5 - 10
14030,married,regularly,no,3.0,school_bus,> 10
14031,married,sometimes,no,1.0,school_bus,5 - 10
14032,married,sometimes,no,,private,< 5
14033,married,regularly,yes,0.0,school_bus,< 5
14034,divorced,regularly,yes,1.0,private,
14035,single,regularly,yes,2.0,school_bus,5 - 10
14036,single,sometimes,yes,1.0,school_bus,> 10
14037,single,sometimes,yes,3.0,private,5 - 10
14038,married,sometimes,yes,1.0,private,5 - 10
14039,married,never,yes,5.0,,5 - 10
14040,married,regularly,no,1.0,,5 - 10
14041,single,never,yes,2.0,private,5 - 10
14042,divorced,sometimes,no,1.0,school_bus,5 - 10
14043,married,regularly,,4.0,school_bus,5 - 10
14044,married,sometimes,yes,3.0,school_bus,> 10
14045,married,sometimes,yes,3.0,private,5 - 10
14046,married,regularly,yes,2.0,school_bus,> 10
14047,single,sometimes,yes,3.0,school_bus,5 - 10
14048,married,sometimes,yes,1.0,school_bus,> 10
14049,single,sometimes,no,4.0,private,> 10
14050,married,sometimes,no,4.0,school_bus,< 5
14051,married,regularly,no,3.0,private,> 10
14052,married,regularly,no,1.0,school_bus,< 5
14053,divorced,sometimes,yes,3.0,school_bus,5 - 10
14054,single,sometimes,yes,2.0,school_bus,5 - 10
14055,married,sometimes,no,2.0,school_bus,5 - 10
14056,married,,yes,,,5 - 10
14057,divorced,regularly,yes,2.0,school_bus,< 5
14058,single,never,yes,0.0,private,5 - 10
14059,single,sometimes,yes,0.0,school_bus,> 10
14060,single,sometimes,no,1.0,private,< 5
14061,married,regularly,yes,2.0,private,< 5
14062,married,sometimes,yes,0.0,school_bus,
14063,divorced,sometimes,yes,0.0,school_bus,> 10
14064,single,regularly,yes,3.0,school_bus,> 10
14065,married,never,yes,1.0,school_bus,5 - 10
14066,married,sometimes,no,,,> 10
14067,single,never,yes,5.0,school_bus,5 - 10
14068,married,sometimes,yes,1.0,private,5 - 10
14069,married,,yes,3.0,,5 - 10
14070,single,regularly,yes,3.0,school_bus,5 - 10
14071,divorced,sometimes,yes,1.0,private,< 5
14072,married,,yes,0.0,private,5 - 10
14073,married,regularly,yes,0.0,,> 10
14074,widowed,sometimes,yes,0.0,school_bus,< 5
14075,,sometimes,yes,1.0,school_bus,5 - 10
14076,married,never,yes,5.0,private,5 - 10
14077,single,never,yes,5.0,private,5 - 10
14078,married,sometimes,yes,1.0,school_bus,5 - 10
14079,single,never,,2.0,private,< 5
14080,single,never,yes,1.0,school_bus,> 10
14081,married,regularly,yes,1.0,,< 5
14082,married,regularly,yes,4.0,school_bus,5 - 10
14083,married,sometimes,yes,2.0,private,5 - 10
14084,married,sometimes,no,1.0,school_bus,5 - 10
14085,divorced,regularly,yes,1.0,school_bus,5 - 10
14086,married,regularly,yes,3.0,school_bus,< 5
14087,married,sometimes,no,4.0,private,
14088,divorced,sometimes,no,2.0,school_bus,< 5
14089,divorced,sometimes,yes,3.0,school_bus,5 - 10
14090,married,sometimes,yes,,school_bus,5 - 10
14091,single,sometimes,yes,1.0,school_bus,5 - 10
14092,married,never,no,3.0,school_bus,5 - 10
14093,married,,yes,0.0,school_bus,< 5
14094,married,regularly,yes,2.0,,> 10
14095,married,sometimes,yes,2.0,private,5 - 10
14096,married,regularly,no,3.0,private,5 - 10
14097,married,regularly,yes,1.0,school_bus,5 - 10
14098,divorced,sometimes,no,2.0,school_bus,5 - 10
14099,divorced,regularly,yes,2.0,,5 - 10
14100,married,regularly,yes,0.0,school_bus,5 - 10
14101,divorced,sometimes,no,2.0,school_bus,< 5
14102,married,sometimes,yes,3.0,,5 - 10
14103,married,sometimes,yes,4.0,private,5 - 10
14104,married,regularly,no,3.0,private,5 - 10
14105,married,regularly,yes,2.0,school_bus,5 - 10
14106,married,sometimes,yes,0.0,private,< 5
14107,married,never,yes,3.0,school_bus,< 5
14108,married,sometimes,yes,,school_bus,> 10
14109,widowed,regularly,yes,3.0,private,5 - 10
14110,married,never,yes,4.0,school_bus,< 5
14111,single,never,no,3.0,private,5 - 10
14112,married,never,yes,1.0,private,5 - 10
14113,married,regularly,no,1.0,private,5 - 10
14114,single,sometimes,yes,,private,> 10
14115,married,regularly,yes,2.0,school_bus,5 - 10
14116,single,never,no,3.0,private,> 10
14117,divorced,regularly,yes,0.0,school_bus,5 - 10
14118,married,sometimes,no,2.0,private,< 5
14119,married,sometimes,yes,4.0,,5 - 10
14120,,sometimes,yes,3.0,,5 - 10
14121,married,regularly,no,3.0,school_bus,5 - 10
14122,divorced,sometimes,no,4.0,private,5 - 10
14123,married,regularly,yes,,school_bus,5 - 10
14124,married,sometimes,yes,4.0,school_bus,< 5
14125,married,regularly,yes,1.0,private,< 5
14126,single,sometimes,yes,1.0,school_bus,5 - 10
14127,married,sometimes,no,5.0,private,> 10
14128,divorced,regularly,yes,1.0,school_bus,5 - 10
14129,widowed,never,yes,3.0,private,5 - 10
14130,married,,yes,2.0,school_bus,5 - 10
14131,married,never,no,1.0,school_bus,5 - 10
14132,single,regularly,yes,1.0,private,5 - 10
14133,married,regularly,yes,1.0,,> 10
14134,single,regularly,yes,1.0,school_bus,5 - 10
14135,divorced,sometimes,yes,1.0,school_bus,5 - 10
14136,single,sometimes,yes,3.0,school_bus,< 5
14137,married,sometimes,yes,1.0,private,5 - 10
14138,married,sometimes,yes,0.0,private,< 5
14139,divorced,regularly,yes,3.0,private,< 5
14140,married,sometimes,yes,3.0,school_bus,5 - 10
