id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
13287,,,,,,,,,,,,78,84,78
13288,,,,,,,,,,,,81,83,81
13289,,,,,,,,,,,,76,72,77
13290,,,,,,,,,,,,65,61,58
13291,,,,,,,,,,,,63,76,77
13292,,,,,,,,,,,,64,63,54
13293,,,,,,,,,,,,75,79,75
13294,,,,,,,,,,,,57,53,47
13295,,,,,,,,,,,,65,63,63
13296,,,,,,,,,,,,84,76,66
13297,,,,,,,,,,,,44,59,63
13298,,,,,,,,,,,,73,80,77
13299,,,,,,,,,,,,64,70,71
13300,,,,,,,,,,,,45,38,44
13301,,,,,,,,,,,,76,92,88
13302,,,,,,,,,,,,51,49,43
13303,,,,,,,,,,,,70,65,62
13304,,,,,,,,,,,,60,69,67
13305,,,,,,,,,,,,72,86,79
13306,,,,,,,,,,,,68,81,80
13307,,,,,,,,,,,,100,87,87
13308,,,,,,,,,,,,74,83,77
13309,,,,,,,,,,,,61,76,66
13310,,,,,,,,,,,,88,94,100
13311,,,,,,,,,,,,44,60,59
13312,,,,,,,,,,,,84,98,99
13313,,,,,,,,,,,,76,85,85
13314,,,,,,,,,,,,79,84,92
13315,,,,,,,,,,,,80,89,92
13316,,,,,,,,,,,,71,53,55
13317,,,,,,,,,,,,77,62,64
13318,,,,,,,,,,,,53,62,55
13319,,,,,,,,,,,,86,68,71
13320,,,,,,,,,,,,66,66,62
13321,,,,,,,,,,,,69,62,65
13322,,,,,,,,,,,,65,48,51
13323,,,,,,,,,,,,83,84,83
13324,,,,,,,,,,,,75,77,74
13325,,,,,,,,,,,,51,51,49
13326,,,,,,,,,,,,65,48,48
13327,,,,,,,,,,,,45,60,62
13328,,,,,,,,,,,,74,67,70
13329,,,,,,,,,,,,67,66,71
13330,,,,,,,,,,,,57,58,62
13331,,,,,,,,,,,,94,91,92
13332,,,,,,,,,,,,66,73,76
13333,,,,,,,,,,,,61,65,65
13334,,,,,,,,,,,,63,92,86
13335,,,,,,,,,,,,85,86,83
13336,,,,,,,,,,,,59,49,58
13337,,,,,,,,,,,,78,74,74
13338,,,,,,,,,,,,73,80,78
13339,,,,,,,,,,,,37,33,36
13340,,,,,,,,,,,,82,83,79
13341,,,,,,,,,,,,52,50,45
13342,,,,,,,,,,,,72,76,71
13343,,,,,,,,,,,,79,92,96
13344,,,,,,,,,,,,82,86,91
13345,,,,,,,,,,,,71,75,76
13346,,,,,,,,,,,,64,68,73
13347,,,,,,,,,,,,44,53,52
13348,,,,,,,,,,,,71,87,87
13349,,,,,,,,,,,,74,70,76
13350,,,,,,,,,,,,61,79,71
13351,,,,,,,,,,,,58,56,50
13352,,,,,,,,,,,,76,86,83
13353,,,,,,,,,,,,68,80,76
13354,,,,,,,,,,,,39,45,48
13355,,,,,,,,,,,,61,76,78
13356,,,,,,,,,,,,94,97,90
13357,,,,,,,,,,,,56,70,66
13358,,,,,,,,,,,,65,66,58
13359,,,,,,,,,,,,48,47,53
13360,,,,,,,,,,,,83,75,74
13361,,,,,,,,,,,,46,46,51
13362,,,,,,,,,,,,55,45,47
13363,,,,,,,,,,,,68,71,68
13364,,,,,,,,,,,,46,45,35
13365,,,,,,,,,,,,74,76,76
13366,,,,,,,,,,,,64,70,58
13367,,,,,,,,,,,,51,49,50
13368,,,,,,,,,,,,83,86,84
13369,,,,,,,,,,,,69,64,72
13370,,,,,,,,,,,,77,88,87
13371,,,,,,,,,,,,76,86,89
13372,,,,,,,,,,,,47,63,59
13373,,,,,,,,,,,,50,62,62
13374,,,,,,,,,,,,36,43,48
13375,,,,,,,,,,,,58,61,55
13376,,,,,,,,,,,,67,66,59
13377,,,,,,,,,,,,63,58,57
13378,,,,,,,,,,,,62,49,53
13379,,,,,,,,,,,,71,82,80
13380,,,,,,,,,,,,79,86,86
13381,,,,,,,,,,,,88,96,98
13382,,,,,,,,,,,,52,50,47
13383,,,,,,,,,,,,65,57,57
13384,,,,,,,,,,,,69,82,78
13385,,,,,,,,,,,,76,84,73
13386,,,,,,,,,,,,66,71,68
13387,,,,,,,,,,,,90,80,75
13388,,,,,,,,,,,,70,81,77
13389,,,,,,,,,,,,62,63,67
13390,,,,,,,,,,,,51,67,61
13391,,,,,,,,,,,,71,62,54
13392,,,,,,,,,,,,50,64,58
13393,,,,,,,,,,,,59,71,76
13394,,,,,,,,,,,,75,92,90
13395,,,,,,,,,,,,58,78,76
13396,,,,,,,,,,,,88,84,92
13397,,,,,,,,,,,,45,45,39
13398,,,,,,,,,,,,58,62,65
13399,,,,,,,,,,,,67,76,72
13400,,,,,,,,,,,,86,93,82
13401,,,,,,,,,,,,77,60,66
13402,,,,,,,,,,,,85,83,83
13403,,,,,,,,,,,,78,92,89
13404,,,,,,,,,,,,67,74,65
13405,,,,,,,,,,,,74,81,88
13406,,,,,,,,,,,,50,48,48
13407,,,,,,,,,,,,70,76,82
13408,,,,,,,,,,,,63,61,66
13409,,,,,,,,,,,,69,79,67
13410,,,,,,,,,,,,56,78,69
13411,,,,,,,,,,,,74,91,89
13412,,,,,,,,,,,,100,91,81
13413,,,,,,,,,,,,44,50,47
13414,,,,,,,,,,,,83,85,79
13415,,,,,,,,,,,,85,87,80
13416,,,,,,,,,,,,91,100,100
13417,,,,,,,,,,,,67,88,90
13418,,,,,,,,,,,,51,48,48
13419,,,,,,,,,,,,75,70,67
13420,,,,,,,,,,,,99,100,100
13421,,,,,,,,,,,,43,60,61
13422,,,,,,,,,,,,71,75,70
13423,,,,,,,,,,,,68,61,61
13424,,,,,,,,,,,,68,69,62
13425,,,,,,,,,,,,54,59,53
13426,,,,,,,,,,,,60,61,63
13427,,,,,,,,,,,,57,59,66
13428,,,,,,,,,,,,69,75,75
13429,,,,,,,,,,,,71,65,62
13430,,,,,,,,,,,,46,58,58
13431,,,,,,,,,,,,88,87,86
13432,,,,,,,,,,,,26,28,19
13433,,,,,,,,,,,,50,50,51
13434,,,,,,,,,,,,88,77,79
13435,,,,,,,,,,,,67,66,67
13436,,,,,,,,,,,,92,89,90
13437,,,,,,,,,,,,62,72,73
13438,,,,,,,,,,,,76,82,80
13439,,,,,,,,,,,,72,63,57
13440,,,,,,,,,,,,88,71,77
13441,,,,,,,,,,,,64,69,66
13442,,,,,,,,,,,,90,76,75
13443,,,,,,,,,,,,67,63,61
13444,,,,,,,,,,,,71,89,95
13445,,,,,,,,,,,,67,56,59
13446,,,,,,,,,,,,77,71,58
13447,,,,,,,,,,,,57,64,66
13448,,,,,,,,,,,,56,45,46
13449,,,,,,,,,,,,63,62,53
13450,,,,,,,,,,,,24,27,19
13451,,,,,,,,,,,,43,57,61
13452,,,,,,,,,,,,75,69,71
13453,,,,,,,,,,,,44,42,47
13454,,,,,,,,,,,,69,72,72
13455,,,,,,,,,,,,88,95,88
13456,,,,,,,,,,,,50,53,54
13457,,,,,,,,,,,,86,87,86
13458,,,,,,,,,,,,67,71,62
13459,,,,,,,,,,,,72,82,74
13460,,,,,,,,,,,,59,56,60
13461,,,,,,,,,,,,70,80,66
13462,,,,,,,,,,,,54,64,56
13463,,,,,,,,,,,,52,50,46
13464,,,,,,,,,,,,78,96,89
13465,,,,,,,,,,,,71,70,62
13466,,,,,,,,,,,,57,62,64
13467,,,,,,,,,,,,83,91,89
13468,,,,,,,,,,,,45,60,54
13469,,,,,,,,,,,,90,83,73
13470,,,,,,,,,,,,27,36,40
13471,,,,,,,,,,,,69,80,77
13472,,,,,,,,,,,,89,99,100
13473,,,,,,,,,,,,75,72,75
13474,,,,,,,,,,,,63,70,65
13475,,,,,,,,,,,,69,63,66
13476,,,,,,,,,,,,66,80,76
13477,,,,,,,,,,,,67,74,77
13478,,,,,,,,,,,,94,98,94
13479,,,,,,,,,,,,66,75,81
13480,,,,,,,,,,,,85,94,95
13481,,,,,,,,,,,,84,81,82
13482,,,,,,,,,,,,70,67,68
13483,,,,,,,,,,,,66,73,76
13484,,,,,,,,,,,,30,37,40
13485,,,,,,,,,,,,88,96,92
13486,,,,,,,,,,,,76,83,77
13487,,,,,,,,,,,,62,62,66
13488,,,,,,,,,,,,50,50,47
13489,,,,,,,,,,,,60,72,75
13490,,,,,,,,,,,,82,84,83
13491,,,,,,,,,,,,69,83,82
13492,,,,,,,,,,,,63,73,68
13493,,,,,,,,,,,,40,56,54
13494,,,,,,,,,,,,86,93,95
13495,,,,,,,,,,,,60,58,55
13496,,,,,,,,,,,,9,23,20
13497,,,,,,,,,,,,54,60,54
13498,,,,,,,,,,,,73,81,83
13499,,,,,,,,,,,,79,87,93
13500,,,,,,,,,,,,89,82,94
13501,,,,,,,,,,,,62,53,52
13502,,,,,,,,,,,,87,81,86
13503,,,,,,,,,,,,81,88,84
13504,,,,,,,,,,,,67,64,63
13505,,,,,,,,,,,,81,93,98
13506,,,,,,,,,,,,66,73,77
13507,,,,,,,,,,,,63,66,61
13508,,,,,,,,,,,,60,70,67
13509,,,,,,,,,,,,84,80,77
13510,,,,,,,,,,,,50,62,62
13511,,,,,,,,,,,,82,95,88
13512,,,,,,,,,,,,49,61,56
13513,,,,,,,,,,,,63,51,47
13514,,,,,,,,,,,,71,66,64
13515,,,,,,,,,,,,73,55,58
13516,,,,,,,,,,,,57,56,59
13517,,,,,,,,,,,,73,64,72
13518,,,,,,,,,,,,69,68,73
13519,,,,,,,,,,,,32,45,51
13520,,,,,,,,,,,,47,57,61
13521,,,,,,,,,,,,37,42,40
13522,,,,,,,,,,,,92,84,85
13523,,,,,,,,,,,,42,46,46
13524,,,,,,,,,,,,65,68,65
13525,,,,,,,,,,,,73,82,72
13526,,,,,,,,,,,,67,75,76
13527,,,,,,,,,,,,43,42,35
13528,,,,,,,,,,,,83,76,78
13529,,,,,,,,,,,,85,99,100
13530,,,,,,,,,,,,49,63,66
13531,,,,,,,,,,,,81,86,83
13532,,,,,,,,,,,,58,76,70
13533,,,,,,,,,,,,95,87,87
13534,,,,,,,,,,,,67,59,54
13535,,,,,,,,,,,,55,75,75
13536,,,,,,,,,,,,83,74,68
13537,,,,,,,,,,,,63,68,60
13538,,,,,,,,,,,,54,58,50
13539,,,,,,,,,,,,68,77,74
13540,,,,,,,,,,,,54,51,56
13541,,,,,,,,,,,,63,69,72
13542,,,,,,,,,,,,57,61,59
13543,,,,,,,,,,,,44,47,43
13544,,,,,,,,,,,,73,60,55
13545,,,,,,,,,,,,54,68,72
13546,,,,,,,,,,,,74,59,56
13547,,,,,,,,,,,,73,90,88
13548,,,,,,,,,,,,86,85,86
13549,,,,,,,,,,,,65,65,63
13550,,,,,,,,,,,,47,58,48
13551,,,,,,,,,,,,62,75,76
13552,,,,,,,,,,,,84,79,79
13553,,,,,,,,,,,,74,76,77
13554,,,,,,,,,,,,78,74,74
13555,,,,,,,,,,,,86,77,79
13556,,,,,,,,,,,,67,79,81
13557,,,,,,,,,,,,76,82,88
13558,,,,,,,,,,,,59,61,56
13559,,,,,,,,,,,,64,62,64
13560,,,,,,,,,,,,71,63,62
13561,,,,,,,,,,,,75,72,68
13562,,,,,,,,,,,,63,73,81
13563,,,,,,,,,,,,75,71,68
13564,,,,,,,,,,,,87,83,80
13565,,,,,,,,,,,,96,95,93
13566,,,,,,,,,,,,99,98,98
13567,,,,,,,,,,,,53,57,57
13568,,,,,,,,,,,,70,83,82
13569,,,,,,,,,,,,66,59,56
13570,,,,,,,,,,,,45,53,55
13571,,,,,,,,,,,,84,97,100
13572,,,,,,,,,,,,89,96,95
13573,,,,,,,,,,,,89,88,86
13574,,,,,,,,,,,,87,92,87
13575,,,,,,,,,,,,60,66,72
13576,,,,,,,,,,,,51,68,62
13577,,,,,,,,,,,,59,54,55
13578,,,,,,,,,,,,83,76,74
13579,,,,,,,,,,,,61,64,57
13580,,,,,,,,,,,,93,83,86
13581,,,,,,,,,,,,96,78,84
13582,,,,,,,,,,,,57,56,55
13583,,,,,,,,,,,,35,39,36
13584,,,,,,,,,,,,84,83,81
13585,,,,,,,,,,,,59,51,47
13586,,,,,,,,,,,,61,67,65
13587,,,,,,,,,,,,42,60,57
13588,,,,,,,,,,,,54,34,40
13589,,,,,,,,,,,,93,98,98
13590,,,,,,,,,,,,55,58,50
13591,,,,,,,,,,,,67,53,53
13592,,,,,,,,,,,,46,49,43
13593,,,,,,,,,,,,84,93,95
13594,,,,,,,,,,,,53,57,54
13595,,,,,,,,,,,,83,72,69
13596,,,,,,,,,,,,68,87,82
13597,,,,,,,,,,,,78,73,77
13598,,,,,,,,,,,,47,48,57
13599,,,,,,,,,,,,72,77,68
13600,,,,,,,,,,,,62,81,81
13601,,,,,,,,,,,,49,66,67
13602,,,,,,,,,,,,75,84,87
13603,,,,,,,,,,,,66,82,76
13604,,,,,,,,,,,,92,76,76
13605,,,,,,,,,,,,60,63,65
13606,,,,,,,,,,,,75,72,70
13607,,,,,,,,,,,,64,71,72
13608,,,,,,,,,,,,57,68,72
13609,,,,,,,,,,,,56,76,71
13610,,,,,,,,,,,,63,69,63
13611,,,,,,,,,,,,59,70,69
13612,,,,,,,,,,,,42,58,56
13613,,,,,,,,,,,,54,55,58
13614,,,,,,,,,,,,74,76,83
13615,,,,,,,,,,,,68,74,68
13616,,,,,,,,,,,,71,75,76
13617,,,,,,,,,,,,49,70,62
13618,,,,,,,,,,,,58,74,68
13619,,,,,,,,,,,,68,58,60
13620,,,,,,,,,,,,45,42,40
13621,,,,,,,,,,,,54,63,66
13622,,,,,,,,,,,,76,74,76
13623,,,,,,,,,,,,65,65,64
13624,,,,,,,,,,,,67,80,77
13625,,,,,,,,,,,,43,54,57
13626,,,,,,,,,,,,63,80,77
13627,,,,,,,,,,,,75,74,74
13628,,,,,,,,,,,,60,69,79
13629,,,,,,,,,,,,72,69,68
13630,,,,,,,,,,,,87,91,96
13631,,,,,,,,,,,,72,66,65
13632,,,,,,,,,,,,56,46,49
13633,,,,,,,,,,,,59,71,64
13634,,,,,,,,,,,,62,64,62
13635,,,,,,,,,,,,86,90,94
13636,,,,,,,,,,,,86,81,79
13637,,,,,,,,,,,,55,57,60
13638,,,,,,,,,,,,60,69,73
13639,,,,,,,,,,,,74,66,70
13640,,,,,,,,,,,,84,88,80
13641,,,,,,,,,,,,85,81,73
13642,,,,,,,,,,,,94,91,93
13643,,,,,,,,,,,,76,77,91
13644,,,,,,,,,,,,70,84,80
13645,,,,,,,,,,,,34,42,46
13646,,,,,,,,,,,,61,62,54
13647,,,,,,,,,,,,61,57,52
13648,,,,,,,,,,,,76,82,84
13649,,,,,,,,,,,,84,97,90
13650,,,,,,,,,,,,66,64,72
13651,,,,,,,,,,,,44,60,56
13652,,,,,,,,,,,,63,78,81
13653,,,,,,,,,,,,53,77,73
13654,,,,,,,,,,,,91,87,83
13655,,,,,,,,,,,,56,56,56
13656,,,,,,,,,,,,64,68,71
13657,,,,,,,,,,,,74,90,84
13658,,,,,,,,,,,,64,68,59
13659,,,,,,,,,,,,44,57,63
13660,,,,,,,,,,,,75,66,61
13661,,,,,,,,,,,,63,62,58
13662,,,,,,,,,,,,84,81,76
13663,,,,,,,,,,,,84,82,74
13664,,,,,,,,,,,,63,52,46
13665,,,,,,,,,,,,73,76,75
13666,,,,,,,,,,,,61,65,64
13667,,,,,,,,,,,,35,48,46
13668,,,,,,,,,,,,62,72,77
13669,,,,,,,,,,,,62,61,61
13670,,,,,,,,,,,,65,56,48
13671,,,,,,,,,,,,77,72,78
13672,,,,,,,,,,,,74,61,71
13673,,,,,,,,,,,,82,91,92
13674,,,,,,,,,,,,63,63,58
13675,,,,,,,,,,,,72,64,63
13676,,,,,,,,,,,,62,48,47
13677,,,,,,,,,,,,68,62,55
13678,,,,,,,,,,,,41,56,52
13679,,,,,,,,,,,,37,45,44
13680,,,,,,,,,,,,51,52,49
13681,,,,,,,,,,,,77,98,97
13682,,,,,,,,,,,,84,85,85
13683,,,,,,,,,,,,72,72,72
13684,,,,,,,,,,,,67,57,54
13685,,,,,,,,,,,,72,71,77
13686,,,,,,,,,,,,61,74,70
13687,,,,,,,,,,,,65,67,74
13688,,,,,,,,,,,,67,66,75
13689,,,,,,,,,,,,73,83,88
13690,,,,,,,,,,,,86,100,97
13691,,,,,,,,,,,,57,55,57
13692,,,,,,,,,,,,72,68,64
13693,,,,,,,,,,,,80,68,68
13694,,,,,,,,,,,,95,86,91
13695,,,,,,,,,,,,79,84,91
13696,,,,,,,,,,,,90,76,84
13697,,,,,,,,,,,,62,72,74
13698,,,,,,,,,,,,43,44,38
13699,,,,,,,,,,,,62,63,55
13700,,,,,,,,,,,,70,75,76
13701,,,,,,,,,,,,68,63,69
13702,,,,,,,,,,,,56,64,67
13703,,,,,,,,,,,,55,68,58
13704,,,,,,,,,,,,63,65,68
13705,,,,,,,,,,,,66,87,83
13706,,,,,,,,,,,,57,57,52
13707,,,,,,,,,,,,43,51,48
13708,,,,,,,,,,,,78,78,73
13709,,,,,,,,,,,,79,88,92
13710,,,,,,,,,,,,74,78,73
13711,,,,,,,,,,,,70,57,62
13712,,,,,,,,,,,,80,73,72
13713,,,,,,,,,,,,51,52,44
13714,,,,,,,,,,,,89,70,66
13715,,,,,,,,,,,,77,78,75
13716,,,,,,,,,,,,92,92,100
13717,,,,,,,,,,,,88,84,88
13718,,,,,,,,,,,,33,32,36
13719,,,,,,,,,,,,72,75,72
13720,,,,,,,,,,,,43,47,47
13721,,,,,,,,,,,,68,68,65
13722,,,,,,,,,,,,67,55,55
13723,,,,,,,,,,,,73,80,77
13724,,,,,,,,,,,,73,72,60
13725,,,,,,,,,,,,71,67,64
13726,,,,,,,,,,,,62,56,48
13727,,,,,,,,,,,,80,81,74
13728,,,,,,,,,,,,75,58,58
13729,,,,,,,,,,,,54,71,67
13730,,,,,,,,,,,,58,54,44
13731,,,,,,,,,,,,59,80,71
13732,,,,,,,,,,,,74,64,65
13733,,,,,,,,,,,,94,100,100
13734,,,,,,,,,,,,82,87,93
13735,,,,,,,,,,,,40,43,47
13736,,,,,,,,,,,,81,65,65
13737,,,,,,,,,,,,49,45,44
13738,,,,,,,,,,,,93,92,87
13739,,,,,,,,,,,,61,60,54
13740,,,,,,,,,,,,73,69,66
13741,,,,,,,,,,,,41,54,53
13742,,,,,,,,,,,,69,64,72
13743,,,,,,,,,,,,40,43,42
13744,,,,,,,,,,,,72,85,80
13745,,,,,,,,,,,,92,100,99
13746,,,,,,,,,,,,58,58,56
13747,,,,,,,,,,,,72,92,96
13748,,,,,,,,,,,,59,57,49
13749,,,,,,,,,,,,43,49,48
13750,,,,,,,,,,,,70,77,70
13751,,,,,,,,,,,,77,77,68
13752,,,,,,,,,,,,89,88,91
13753,,,,,,,,,,,,69,61,59
13754,,,,,,,,,,,,65,66,62
13755,,,,,,,,,,,,73,86,80
13756,,,,,,,,,,,,49,56,65
13757,,,,,,,,,,,,52,58,57
13758,,,,,,,,,,,,65,72,73
13759,,,,,,,,,,,,63,55,52
13760,,,,,,,,,,,,55,66,61
13761,,,,,,,,,,,,49,53,48
13762,,,,,,,,,,,,70,64,67
13763,,,,,,,,,,,,44,43,38
13764,,,,,,,,,,,,64,61,62
13765,,,,,,,,,,,,61,60,57
13766,,,,,,,,,,,,72,83,80
13767,,,,,,,,,,,,74,60,65
13768,,,,,,,,,,,,68,65,54
13769,,,,,,,,,,,,63,79,74
13770,,,,,,,,,,,,69,87,92
13771,,,,,,,,,,,,94,88,85
13772,,,,,,,,,,,,55,53,50
13773,,,,,,,,,,,,71,95,89
13774,,,,,,,,,,,,47,44,42
13775,,,,,,,,,,,,68,55,66
13776,,,,,,,,,,,,99,86,99
13777,,,,,,,,,,,,77,66,65
13778,,,,,,,,,,,,53,66,62
13779,,,,,,,,,,,,54,47,44
13780,,,,,,,,,,,,87,80,77
13781,,,,,,,,,,,,66,65,74
13782,,,,,,,,,,,,74,84,82
13783,,,,,,,,,,,,60,63,66
13784,,,,,,,,,,,,67,59,59
13785,,,,,,,,,,,,94,94,91
13786,,,,,,,,,,,,24,29,33
13787,,,,,,,,,,,,54,54,49
13788,,,,,,,,,,,,100,93,97
13789,,,,,,,,,,,,70,81,82
13790,,,,,,,,,,,,61,87,86
13791,,,,,,,,,,,,73,69,73
13792,,,,,,,,,,,,89,99,97
13793,,,,,,,,,,,,53,65,72
13794,,,,,,,,,,,,59,60,58
13795,,,,,,,,,,,,53,60,60
13796,,,,,,,,,,,,68,65,67
13797,,,,,,,,,,,,61,69,71
13798,,,,,,,,,,,,81,92,95
13799,,,,,,,,,,,,68,69,73
13800,,,,,,,,,,,,70,82,87
13801,,,,,,,,,,,,73,63,51
13802,,,,,,,,,,,,79,80,78
13803,,,,,,,,,,,,60,55,47
13804,,,,,,,,,,,,80,76,77
13805,,,,,,,,,,,,58,64,66
13806,,,,,,,,,,,,73,83,78
13807,,,,,,,,,,,,64,66,65
13808,,,,,,,,,,,,62,68,66
13809,,,,,,,,,,,,59,81,81
13810,,,,,,,,,,,,76,74,77
13811,,,,,,,,,,,,76,85,83
13812,,,,,,,,,,,,54,45,37
13813,,,,,,,,,,,,78,78,84
13814,,,,,,,,,,,,66,64,60
13815,,,,,,,,,,,,84,82,74
13816,,,,,,,,,,,,56,44,47
13817,,,,,,,,,,,,70,70,68
13818,,,,,,,,,,,,53,66,59
13819,,,,,,,,,,,,63,69,69
13820,,,,,,,,,,,,80,78,74
13821,,,,,,,,,,,,77,61,61
13822,,,,,,,,,,,,55,61,56
13823,,,,,,,,,,,,100,100,97
13824,,,,,,,,,,,,64,74,70
13825,,,,,,,,,,,,76,74,74
13826,,,,,,,,,,,,52,40,43
13827,,,,,,,,,,,,78,87,86
13828,,,,,,,,,,,,82,76,74
13829,,,,,,,,,,,,93,89,89
13830,,,,,,,,,,,,70,66,63
13831,,,,,,,,,,,,66,69,73
13832,,,,,,,,,,,,81,85,77
13833,,,,,,,,,,,,81,83,79
13834,,,,,,,,,,,,88,85,81
13835,,,,,,,,,,,,56,50,51
13836,,,,,,,,,,,,86,87,88
13837,,,,,,,,,,,,75,69,64
13838,,,,,,,,,,,,51,56,55
13839,,,,,,,,,,,,78,79,83
13840,,,,,,,,,,,,92,80,82
13841,,,,,,,,,,,,88,90,88
13842,,,,,,,,,,,,82,71,59
13843,,,,,,,,,,,,42,65,56
13844,,,,,,,,,,,,64,78,80
13845,,,,,,,,,,,,45,53,51
13846,,,,,,,,,,,,86,87,84
13847,,,,,,,,,,,,74,59,57
13848,,,,,,,,,,,,70,59,55
13849,,,,,,,,,,,,77,78,72
13850,,,,,,,,,,,,92,92,91
13851,,,,,,,,,,,,76,85,77
13852,,,,,,,,,,,,71,76,82
13853,,,,,,,,,,,,68,75,76
13854,,,,,,,,,,,,51,56,55
13855,,,,,,,,,,,,60,67,67
13856,,,,,,,,,,,,77,67,71
13857,,,,,,,,,,,,75,66,67
13858,,,,,,,,,,,,100,96,99
13859,,,,,,,,,,,,58,54,57
13860,,,,,,,,,,,,62,58,61
13861,,,,,,,,,,,,49,51,47
13862,,,,,,,,,,,,63,70,66
13863,,,,,,,,,,,,70,74,69
13864,,,,,,,,,,,,84,87,78
13865,,,,,,,,,,,,80,91,91
13866,,,,,,,,,,,,72,67,72
13867,,,,,,,,,,,,66,58,57
13868,,,,,,,,,,,,74,69,71
13869,,,,,,,,,,,,43,46,45
13870,,,,,,,,,,,,65,68,66
13871,,,,,,,,,,,,94,74,72
13872,,,,,,,,,,,,70,79,74
13873,,,,,,,,,,,,56,69,70
13874,,,,,,,,,,,,54,57,54
13875,,,,,,,,,,,,75,86,78
13876,,,,,,,,,,,,85,76,78
13877,,,,,,,,,,,,77,77,81
13878,,,,,,,,,,,,65,79,72
13879,,,,,,,,,,,,66,55,54
13880,,,,,,,,,,,,56,45,53
13881,,,,,,,,,,,,61,78,73
13882,,,,,,,,,,,,52,54,54
13883,,,,,,,,,,,,84,81,79
13884,,,,,,,,,,,,84,74,81
13885,,,,,,,,,,,,87,98,98
13886,,,,,,,,,,,,72,73,71
13887,,,,,,,,,,,,80,76,77
13888,,,,,,,,,,,,89,98,100
13889,,,,,,,,,,,,89,81,82
13890,,,,,,,,,,,,69,81,78
13891,,,,,,,,,,,,59,69,68
13892,,,,,,,,,,,,61,77,72
13893,,,,,,,,,,,,60,43,54
13894,,,,,,,,,,,,70,67,68
13895,,,,,,,,,,,,76,78,70
13896,,,,,,,,,,,,80,67,73
13897,,,,,,,,,,,,84,94,93
13898,,,,,,,,,,,,58,70,76
13899,,,,,,,,,,,,61,60,55
13900,,,,,,,,,,,,63,51,52
13901,,,,,,,,,,,,86,79,77
13902,,,,,,,,,,,,47,51,43
13903,,,,,,,,,,,,79,78,69
13904,,,,,,,,,,,,66,74,68
13905,,,,,,,,,,,,55,65,59
13906,,,,,,,,,,,,67,67,61
13907,,,,,,,,,,,,64,64,62
13908,,,,,,,,,,,,56,51,46
13909,,,,,,,,,,,,42,44,47
13910,,,,,,,,,,,,72,88,89
13911,,,,,,,,,,,,60,65,63
13912,,,,,,,,,,,,76,85,88
13913,,,,,,,,,,,,69,73,74
13914,,,,,,,,,,,,98,83,84
13915,,,,,,,,,,,,89,77,69
13916,,,,,,,,,,,,81,79,71
13917,,,,,,,,,,,,77,70,71
13918,,,,,,,,,,,,82,81,77
13919,,,,,,,,,,,,75,66,64
13920,,,,,,,,,,,,65,71,72
13921,,,,,,,,,,,,45,48,53
13922,,,,,,,,,,,,87,96,96
13923,,,,,,,,,,,,55,51,49
13924,,,,,,,,,,,,65,60,60
13925,,,,,,,,,,,,52,51,49
13926,,,,,,,,,,,,85,100,100
13927,,,,,,,,,,,,83,74,70
13928,,,,,,,,,,,,63,54,60
13929,,,,,,,,,,,,74,75,81
13930,,,,,,,,,,,,72,79,83
13931,,,,,,,,,,,,65,64,67
13932,,,,,,,,,,,,81,81,93
13933,,,,,,,,,,,,69,75,71
13934,,,,,,,,,,,,39,42,46
13935,,,,,,,,,,,,96,87,89
13936,,,,,,,,,,,,76,68,71
13937,,,,,,,,,,,,43,46,46
13938,,,,,,,,,,,,65,58,58
13939,,,,,,,,,,,,80,75,68
13940,,,,,,,,,,,,49,53,46
13941,,,,,,,,,,,,76,93,90
13942,,,,,,,,,,,,62,76,74
13943,,,,,,,,,,,,42,33,30
13944,,,,,,,,,,,,55,63,67
13945,,,,,,,,,,,,50,54,65
13946,,,,,,,,,,,,72,86,75
13947,,,,,,,,,,,,90,83,81
13948,,,,,,,,,,,,73,87,84
13949,,,,,,,,,,,,93,83,86
13950,,,,,,,,,,,,83,100,100
13951,,,,,,,,,,,,59,60,56
13952,,,,,,,,,,,,56,65,63
13953,,,,,,,,,,,,95,88,88
13954,,,,,,,,,,,,98,99,98
13955,,,,,,,,,,,,47,58,64
13956,,,,,,,,,,,,87,84,91
13957,,,,,,,,,,,,71,58,59
13958,,,,,,,,,,,,68,69,64
13959,,,,,,,,,,,,62,74,75
13960,,,,,,,,,,,,68,78,73
13961,,,,,,,,,,,,69,59,58
13962,,,,,,,,,,,,93,90,83
13963,,,,,,,,,,,,78,68,68
13964,,,,,,,,,,,,62,70,73
13965,,,,,,,,,,,,66,63,56
13966,,,,,,,,,,,,62,54,57
13967,,,,,,,,,,,,43,57,61
13968,,,,,,,,,,,,62,65,69
13969,,,,,,,,,,,,55,55,58
13970,,,,,,,,,,,,69,69,63
13971,,,,,,,,,,,,91,79,78
13972,,,,,,,,,,,,74,78,78
13973,,,,,,,,,,,,74,83,81
13974,,,,,,,,,,,,39,52,52
13975,,,,,,,,,,,,81,89,85
13976,,,,,,,,,,,,57,75,73
13977,,,,,,,,,,,,86,79,78
13978,,,,,,,,,,,,59,70,66
13979,,,,,,,,,,,,80,87,93
13980,,,,,,,,,,,,82,76,74
13981,,,,,,,,,,,,55,60,63
